Elapsed time (s),Distance (cm),Speed (cm/s),Duty (PWM)
0.000362396240234375,238.0,66.14,4095
0.026175975799560547,238.0,66.14,4095
0.0506596565246582,238.0,66.14,4095
0.07726669311523438,75.5,66.14,4095
0.10147261619567871,75.5,66.14,4095
0.11229109764099121,75.5,66.14,4095
0.12353682518005371,75.5,66.14,4095
0.13494610786437988,75.5,66.14,4095
0.14604687690734863,73.6,66.14,4095
0.157073974609375,73.6,66.14,4095
0.17188382148742676,73.6,66.14,4095
0.1836841106414795,73.6,66.14,4095
0.19485855102539062,73.6,66.14,4095
0.20629167556762695,73.6,66.14,4095
0.21733832359313965,132.5,66.14,4095
0.2284379005432129,132.5,66.14,4095
0.2449181079864502,132.5,66.14,4095
0.2594330310821533,132.5,66.14,4095
0.2704031467437744,132.5,66.14,4095
0.28121209144592285,95.7,66.14,4095
0.29235053062438965,95.7,66.14,4095
0.3032257556915283,95.7,66.14,4095
0.31398582458496094,95.7,66.14,4095
0.3252139091491699,95.7,66.14,4095
0.33605217933654785,95.7,66.14,4095
0.34696531295776367,63.5,66.14,4095
0.3580358028411865,63.5,66.14,4095
0.3689239025115967,63.5,66.14,4095
0.3797588348388672,63.5,66.14,4095
0.39092135429382324,63.5,66.14,4095
0.40178775787353516,63.5,66.14,4095
0.4126250743865967,63.5,66.14,4095
0.42375779151916504,63.5,66.14,4095
0.4346938133239746,63.5,66.14,4095
0.44545459747314453,63.5,66.14,4095
0.45645999908447266,63.5,66.14,4095
0.46735620498657227,63.5,66.14,4095
0.47830867767333984,63.5,66.14,4095
0.48955702781677246,63.5,66.14,4095
0.500497579574585,63.5,66.14,4095
0.5113811492919922,63.5,66.14,4095
0.5226376056671143,63.5,66.14,4095
0.5334756374359131,63.5,66.14,4095
0.5444300174713135,63.5,66.14,4095
0.5555593967437744,63.5,66.14,4095
0.5664772987365723,63.5,66.14,4095
0.577319860458374,63.5,66.14,4095
0.5884175300598145,63.5,66.14,4095
0.5995218753814697,63.5,66.14,4095
0.610405683517456,63.5,66.14,4095
0.6215596199035645,63.5,66.14,4095
0.6329402923583984,63.5,66.14,4095
0.6438252925872803,63.5,66.14,4095
0.6549594402313232,63.5,66.14,4095
0.6659157276153564,63.5,66.14,4095
0.6767721176147461,95.7,66.14,4095
0.6879024505615234,95.7,66.14,4095
0.6987731456756592,95.7,66.14,4095
0.7096235752105713,95.7,66.14,4095
0.7206742763519287,95.7,66.14,4095
0.7317495346069336,95.7,66.14,4095
0.7425544261932373,95.7,66.14,4095
0.75360107421875,95.7,66.14,4095
0.764441967010498,95.7,66.14,4095
0.7752394676208496,95.7,66.14,4095
0.8010406494140625,95.7,66.14,4095
0.8118658065795898,95.7,66.14,4095
0.8231306076049805,95.7,66.14,4095
0.8340494632720947,95.7,66.14,4095
0.844914436340332,95.7,66.14,4095
0.8560521602630615,95.7,66.14,4095
0.8670949935913086,95.7,66.14,4095
0.8780677318572998,95.7,66.14,4095
0.8892354965209961,95.7,66.14,4095
0.9002089500427246,95.7,66.14,4095
0.9111640453338623,95.7,66.14,4095
0.922337532043457,95.7,66.14,4095
0.9333195686340332,93.8,66.14,4095
0.9443297386169434,93.8,66.14,4095
0.955411434173584,93.8,66.14,4095
0.9664461612701416,93.8,66.14,4095
0.9775741100311279,93.8,66.14,4095
0.988659143447876,93.8,66.14,4095
0.9998049736022949,63.5,66.14,4095
1.0108351707458496,63.5,66.14,4095
1.0218422412872314,63.5,66.14,4095
1.0327293872833252,63.5,66.14,4095
1.0437204837799072,63.5,66.14,4095
1.0547733306884766,63.5,66.14,4095
1.0658283233642578,58.3,66.14,4095
1.076977252960205,58.3,66.14,4095
1.088338851928711,58.3,66.14,4095
1.0993778705596924,58.3,66.14,4095
1.110468864440918,58.3,66.14,4095
1.1217901706695557,58.3,66.14,4095
1.1329197883605957,23.7,43.5,2693
1.1439096927642822,23.7,43.5,2693
1.1574077606201172,23.7,43.5,2693
1.168978214263916,23.7,43.5,2693
1.182222843170166,23.7,43.5,2693
1.194005012512207,18.1,15.500000000000007,959
1.2051072120666504,18.1,15.500000000000007,959
1.21751070022583,18.1,15.500000000000007,959
1.2305047512054443,18.1,15.500000000000007,959
1.2419819831848145,18.1,15.500000000000007,959
1.2549808025360107,15.5,2.5,154
1.2661304473876953,15.5,2.5,154
1.2772388458251953,15.5,2.5,154
1.2896249294281006,15.5,2.5,154
1.3013882637023926,15.5,2.5,154
1.3141155242919922,15.5,2.5,154
1.3253424167633057,15.5,2.5,154
1.3363432884216309,15.5,2.5,154
1.3477981090545654,15.5,2.5,154
1.3595011234283447,15.5,2.5,154
1.3703093528747559,15.5,2.5,154
1.3818292617797852,15.5,2.5,154
1.3928821086883545,15.5,2.5,154
1.4036808013916016,15.5,2.5,154
1.414707899093628,15.5,2.5,154
1.4256868362426758,15.5,2.5,154
1.4364609718322754,15.5,2.5,154
1.4474716186523438,15.5,2.5,154
1.4586856365203857,15.5,2.5,154
1.4694981575012207,15.5,2.5,154
1.4805107116699219,15.5,2.5,154
1.4925215244293213,15.5,2.5,154
1.5034399032592773,15.5,2.5,154
1.5150349140167236,15.5,2.5,154
1.5260491371154785,15.5,2.5,154
1.5369186401367188,15.5,2.5,154
1.5479249954223633,15.5,2.5,154
1.5589895248413086,15.5,2.5,154
1.5698931217193604,15.5,2.5,154
1.5814054012298584,15.5,2.5,154
1.5923807621002197,15.5,2.5,154
1.603250503540039,15.5,2.5,154
1.6148943901062012,15.5,2.5,154
1.6264638900756836,15.5,2.5,154
1.637488603591919,15.5,2.5,154
1.6487364768981934,15.5,2.5,154
1.6596839427947998,15.5,2.5,154
1.6706938743591309,15.5,2.5,154
1.6816246509552002,15.5,2.5,154
1.6924526691436768,15.5,2.5,154
1.7034211158752441,15.5,2.5,154
1.714766263961792,15.5,2.5,154
1.7257111072540283,15.5,2.5,154
1.7367825508117676,15.5,2.5,154
1.7478117942810059,15.5,2.5,154
1.7587649822235107,15.5,2.5,154
1.770068645477295,15.5,2.5,154
1.7816376686096191,17.3,11.500000000000004,712
1.7926146984100342,17.3,11.500000000000004,712
1.8037967681884766,17.3,11.500000000000004,712
1.8152108192443848,17.3,11.500000000000004,712
1.8261759281158447,17.3,11.500000000000004,712
1.8375587463378906,17.3,11.500000000000004,712
1.8491730690002441,17.3,11.500000000000004,712
1.8602542877197266,17.3,11.500000000000004,712
1.8716566562652588,17.3,11.500000000000004,712
1.8829011917114258,17.3,11.500000000000004,712
1.8937468528747559,17.3,11.500000000000004,712
1.9056191444396973,17.3,11.500000000000004,712
1.916571855545044,17.3,11.500000000000004,712
1.927466630935669,17.3,11.500000000000004,712
1.9385921955108643,17.3,11.500000000000004,712
1.9512529373168945,17.3,11.500000000000004,712
1.962109088897705,17.3,11.500000000000004,712
1.973585605621338,17.3,11.500000000000004,712
1.9846312999725342,17.3,11.500000000000004,712
1.9954404830932617,17.3,11.500000000000004,712
2.0064852237701416,17.3,11.500000000000004,712
2.0175530910491943,17.3,11.500000000000004,712
2.0283756256103516,17.3,11.500000000000004,712
2.0398499965667725,17.3,11.500000000000004,712
2.0509016513824463,17.3,11.500000000000004,712
2.0617473125457764,17.3,11.500000000000004,712
2.0727736949920654,17.3,11.500000000000004,712
2.0842342376708984,17.3,11.500000000000004,712
2.0950472354888916,17.3,11.500000000000004,712
2.1062772274017334,17.3,11.500000000000004,712
2.117314100265503,17.3,11.500000000000004,712
2.128192663192749,17.3,11.500000000000004,712
2.139798641204834,17.3,11.500000000000004,712
2.150726795196533,17.3,11.500000000000004,712
2.161635398864746,17.3,11.500000000000004,712
2.17382550239563,17.3,11.500000000000004,712
2.184743642807007,17.3,11.500000000000004,712
2.1956984996795654,17.3,11.500000000000004,712
2.206718683242798,17.3,11.500000000000004,712
2.217672109603882,17.3,11.500000000000004,712
2.228666305541992,17.3,11.500000000000004,712
2.239941358566284,17.3,11.500000000000004,712
2.2508559226989746,17.3,11.500000000000004,712
2.26185941696167,17.3,11.500000000000004,712
2.2737982273101807,17.3,11.500000000000004,712
2.2871837615966797,17.3,11.500000000000004,712
2.2984297275543213,17.3,11.500000000000004,712
2.3109593391418457,17.3,11.500000000000004,712
2.321871280670166,17.3,11.500000000000004,712
2.333280563354492,17.3,11.500000000000004,712
2.344223737716675,17.3,11.500000000000004,712
2.355064868927002,17.3,11.500000000000004,712
2.366392135620117,17.3,11.500000000000004,712
2.377417802810669,17.3,11.500000000000004,712
2.3881969451904297,17.3,11.500000000000004,712
2.399367094039917,17.3,11.500000000000004,712
2.410914897918701,17.3,11.500000000000004,712
2.421750068664551,17.3,11.500000000000004,712
2.4333713054656982,17.3,11.500000000000004,712
2.4450807571411133,17.3,11.500000000000004,712
2.4559919834136963,17.3,11.500000000000004,712
2.4671075344085693,17.3,11.500000000000004,712
2.4781298637390137,17.3,11.500000000000004,712
2.488812208175659,17.3,11.500000000000004,712
2.5008373260498047,17.3,11.500000000000004,712
2.5118391513824463,17.3,11.500000000000004,712
2.5226306915283203,17.3,11.500000000000004,712
2.5336389541625977,17.3,11.500000000000004,712
2.544654607772827,17.3,11.500000000000004,712
2.555500030517578,17.3,11.500000000000004,712
2.568037271499634,17.3,11.500000000000004,712
2.5790793895721436,17.3,11.500000000000004,712
2.590012311935425,17.3,11.500000000000004,712
2.601111650466919,17.3,11.500000000000004,712
2.6120681762695312,17.3,11.500000000000004,712
2.623030662536621,17.3,11.500000000000004,712
2.6347591876983643,17.3,11.500000000000004,712
2.647007465362549,17.3,11.500000000000004,712
2.6588361263275146,17.3,11.500000000000004,712
2.6701676845550537,17.3,11.500000000000004,712
2.681631326675415,17.3,11.500000000000004,712
2.6930131912231445,17.3,11.500000000000004,712
2.7046594619750977,17.3,11.500000000000004,712
2.7156591415405273,17.3,11.500000000000004,712
2.726869583129883,17.3,11.500000000000004,712
2.738381862640381,17.3,11.500000000000004,712
2.74932599067688,17.3,11.500000000000004,712
2.761035442352295,17.3,11.500000000000004,712
2.77307391166687,17.3,11.500000000000004,712
2.783902406692505,17.3,11.500000000000004,712
2.7958571910858154,17.3,11.500000000000004,712
2.807676076889038,17.3,11.500000000000004,712
2.818521499633789,17.3,11.500000000000004,712
2.8300507068634033,17.3,11.500000000000004,712
2.8411648273468018,17.3,11.500000000000004,712
2.8521509170532227,17.3,11.500000000000004,712
2.8634066581726074,17.3,11.500000000000004,712
2.8771164417266846,17.3,11.500000000000004,712
2.8898868560791016,17.3,11.500000000000004,712
2.900996685028076,17.3,11.500000000000004,712
2.912126064300537,17.3,11.500000000000004,712
2.9232571125030518,17.3,11.500000000000004,712
2.9347524642944336,17.3,11.500000000000004,712
2.9457950592041016,17.3,11.500000000000004,712
2.9573192596435547,17.3,11.500000000000004,712
2.968421697616577,17.3,11.500000000000004,712
2.9793434143066406,17.3,11.500000000000004,712
2.9905145168304443,17.3,11.500000000000004,712
3.00225567817688,17.3,11.500000000000004,712
3.0130739212036133,17.3,11.500000000000004,712
3.0252525806427,17.3,11.500000000000004,712
3.036215305328369,17.3,11.500000000000004,712
3.0471715927124023,17.3,11.500000000000004,712
3.0582735538482666,17.3,11.500000000000004,712
3.0692546367645264,17.3,11.500000000000004,712
3.08038067817688,17.3,11.500000000000004,712
3.091463088989258,17.3,11.500000000000004,712
3.102393388748169,17.3,11.500000000000004,712
3.1132917404174805,17.3,11.500000000000004,712
3.124387741088867,17.3,11.500000000000004,712
3.1363420486450195,17.3,11.500000000000004,712
3.1470553874969482,17.3,11.500000000000004,712
3.1581571102142334,17.3,11.500000000000004,712
3.169424057006836,17.3,11.500000000000004,712
3.1801047325134277,17.3,11.500000000000004,712
3.1911232471466064,17.3,11.500000000000004,712
3.202335834503174,17.3,11.500000000000004,712
3.213043689727783,15.8,4.0000000000000036,247
3.2242836952209473,15.8,4.0000000000000036,247
3.2354674339294434,15.8,4.0000000000000036,247
3.2463796138763428,15.8,4.0000000000000036,247
3.2574498653411865,15.8,4.0000000000000036,247
3.2696127891540527,15.8,4.0000000000000036,247
3.2807490825653076,15.8,4.0000000000000036,247
3.2928054332733154,15.8,4.0000000000000036,247
3.304741621017456,15.8,4.0000000000000036,247
3.3158750534057617,15.8,4.0000000000000036,247
3.326963186264038,15.8,4.0000000000000036,247
3.338174819946289,15.8,4.0000000000000036,247
3.34928560256958,15.8,4.0000000000000036,247
3.360342025756836,15.8,4.0000000000000036,247
3.371696949005127,15.8,4.0000000000000036,247
3.3827505111694336,15.8,4.0000000000000036,247
3.397462844848633,15.8,4.0000000000000036,247
3.408418893814087,15.8,4.0000000000000036,247
3.4196062088012695,15.8,4.0000000000000036,247
3.432694673538208,15.8,4.0000000000000036,247
3.4435012340545654,15.8,4.0000000000000036,247
3.4547312259674072,15.8,4.0000000000000036,247
3.466193437576294,15.8,4.0000000000000036,247
3.4770047664642334,15.8,4.0000000000000036,247
3.488109827041626,15.8,4.0000000000000036,247
3.5013628005981445,15.8,4.0000000000000036,247
3.5171902179718018,15.8,4.0000000000000036,247
3.532071828842163,15.8,4.0000000000000036,247
3.543926239013672,15.8,4.0000000000000036,247
3.555231809616089,15.8,4.0000000000000036,247
3.566683530807495,15.8,4.0000000000000036,247
3.577742338180542,15.8,4.0000000000000036,247
3.589064121246338,15.8,4.0000000000000036,247
3.6006665229797363,14.1,-4.500000000000002,-278
3.6117489337921143,14.1,-4.500000000000002,-278
3.6234984397888184,14.1,-4.500000000000002,-278
3.634639263153076,14.1,-4.500000000000002,-278
3.645642042160034,14.1,-4.500000000000002,-278
3.656754970550537,14.1,-4.500000000000002,-278
3.6681666374206543,14.1,-4.500000000000002,-278
3.67915940284729,14.1,-4.500000000000002,-278
3.6904656887054443,14.1,-4.500000000000002,-278
3.7014715671539307,14.1,-4.500000000000002,-278
3.7124814987182617,14.1,-4.500000000000002,-278
3.723816394805908,14.1,-4.500000000000002,-278
3.7349853515625,14.1,-4.500000000000002,-278
3.7461581230163574,14.1,-4.500000000000002,-278
3.758204698562622,14.1,-4.500000000000002,-278
3.769212007522583,14.1,-4.500000000000002,-278
3.780402898788452,14.1,-4.500000000000002,-278
3.7918083667755127,14.1,-4.500000000000002,-278
3.802711009979248,14.1,-4.500000000000002,-278
3.8139467239379883,14.1,-4.500000000000002,-278
3.824923276901245,14.1,-4.500000000000002,-278
3.835818290710449,14.1,-4.500000000000002,-278
3.8470726013183594,14.1,-4.500000000000002,-278
3.8582770824432373,14.1,-4.500000000000002,-278
3.869187831878662,14.1,-4.500000000000002,-278
3.8804287910461426,14.1,-4.500000000000002,-278
3.891406774520874,14.1,-4.500000000000002,-278
3.902419090270996,14.1,-4.500000000000002,-278
3.9137485027313232,14.1,-4.500000000000002,-278
3.9251599311828613,14.1,-4.500000000000002,-278
3.9360666275024414,14.1,-4.500000000000002,-278
3.9471986293792725,14.1,-4.500000000000002,-278
3.9582157135009766,14.1,-4.500000000000002,-278
3.969341993331909,14.1,-4.500000000000002,-278
3.9806137084960938,14.1,-4.500000000000002,-278
3.9924092292785645,14.1,-4.500000000000002,-278
4.003247499465942,14.1,-4.500000000000002,-278
4.015370845794678,14.1,-4.500000000000002,-278
4.0266618728637695,14.1,-4.500000000000002,-278
4.037684679031372,14.1,-4.500000000000002,-278
4.04995059967041,14.1,-4.500000000000002,-278
4.062489032745361,14.1,-4.500000000000002,-278
4.073620080947876,14.1,-4.500000000000002,-278
4.08484959602356,14.1,-4.500000000000002,-278
4.095850229263306,14.1,-4.500000000000002,-278
4.1068274974823,14.1,-4.500000000000002,-278
4.119185209274292,14.1,-4.500000000000002,-278
4.130212306976318,14.1,-4.500000000000002,-278
4.141253232955933,14.1,-4.500000000000002,-278
4.153064012527466,14.1,-4.500000000000002,-278
4.1642749309539795,14.1,-4.500000000000002,-278
4.175632953643799,14.1,-4.500000000000002,-278
4.187527894973755,14.1,-4.500000000000002,-278
4.198558807373047,14.1,-4.500000000000002,-278
4.212483644485474,14.1,-4.500000000000002,-278
4.223652362823486,14.1,-4.500000000000002,-278
4.234598875045776,14.1,-4.500000000000002,-278
4.246492624282837,14.1,-4.500000000000002,-278
4.2575156688690186,14.1,-4.500000000000002,-278
4.268492698669434,14.1,-4.500000000000002,-278
4.280033826828003,14.1,-4.500000000000002,-278
4.29173731803894,14.1,-4.500000000000002,-278
4.3034348487854,14.1,-4.500000000000002,-278
4.3157923221588135,14.1,-4.500000000000002,-278
4.326975584030151,14.1,-4.500000000000002,-278
4.338269948959351,14.1,-4.500000000000002,-278
4.350245475769043,14.1,-4.500000000000002,-278
4.3614420890808105,14.1,-4.500000000000002,-278
4.3736255168914795,14.1,-4.500000000000002,-278
4.385082721710205,14.1,-4.500000000000002,-278
4.39607834815979,14.1,-4.500000000000002,-278
4.40730357170105,14.1,-4.500000000000002,-278
4.4205381870269775,14.1,-4.500000000000002,-278
4.431846857070923,14.1,-4.500000000000002,-278
4.443355321884155,14.1,-4.500000000000002,-278
4.45582914352417,14.1,-4.500000000000002,-278
4.4669740200042725,14.1,-4.500000000000002,-278
4.47884726524353,14.1,-4.500000000000002,-278
4.490206956863403,14.1,-4.500000000000002,-278
4.501814603805542,14.1,-4.500000000000002,-278
4.513665199279785,14.1,-4.500000000000002,-278
4.524661540985107,14.1,-4.500000000000002,-278
4.535674571990967,14.1,-4.500000000000002,-278
4.546930313110352,14.1,-4.500000000000002,-278
4.557817697525024,14.1,-4.500000000000002,-278
4.5692760944366455,12.3,-13.499999999999996,-835
4.580607891082764,12.3,-13.499999999999996,-835
4.591586351394653,12.3,-13.499999999999996,-835
4.6025707721710205,12.3,-13.499999999999996,-835
4.6149742603302,12.3,-13.499999999999996,-835
4.625849962234497,12.3,-13.499999999999996,-835
4.637362003326416,12.3,-13.499999999999996,-835
4.650283098220825,12.3,-13.499999999999996,-835
4.661311626434326,12.3,-13.499999999999996,-835
4.672452688217163,12.3,-13.499999999999996,-835
4.683711051940918,12.3,-13.499999999999996,-835
4.694580554962158,12.3,-13.499999999999996,-835
4.705834150314331,12.3,-13.499999999999996,-835
4.716896295547485,12.3,-13.499999999999996,-835
4.727758169174194,12.3,-13.499999999999996,-835
4.738946914672852,12.3,-13.499999999999996,-835
4.750112533569336,12.3,-13.499999999999996,-835
4.761013507843018,10.6,-22.0,-1362
4.772071838378906,10.6,-22.0,-1362
4.784164905548096,10.6,-22.0,-1362
4.795102834701538,10.6,-22.0,-1362
4.807034730911255,10.6,-22.0,-1362
4.81801700592041,10.6,-22.0,-1362
4.829027891159058,10.6,-22.0,-1362
4.840193033218384,10.6,-22.0,-1362
4.8511247634887695,10.6,-22.0,-1362
4.862092971801758,10.6,-22.0,-1362
4.87458062171936,10.6,-22.0,-1362
4.885671615600586,10.6,-22.0,-1362
4.8966779708862305,10.6,-22.0,-1362
4.908859968185425,10.6,-22.0,-1362
4.919942378997803,10.6,-22.0,-1362
4.931198358535767,10.6,-22.0,-1362
4.943426609039307,10.6,-22.0,-1362
4.954696416854858,10.6,-22.0,-1362
4.966203451156616,10.6,-22.0,-1362
4.978732585906982,10.6,-22.0,-1362
4.9896323680877686,10.6,-22.0,-1362
5.000850677490234,10.6,-22.0,-1362
5.0129618644714355,10.6,-22.0,-1362
5.024118423461914,10.6,-22.0,-1362
5.03516411781311,10.6,-22.0,-1362
5.046194314956665,10.6,-22.0,-1362
5.056913614273071,10.6,-22.0,-1362
5.067996501922607,10.6,-22.0,-1362
5.079166412353516,10.6,-22.0,-1362
5.089950799942017,10.6,-22.0,-1362
5.106638431549072,10.6,-22.0,-1362
5.127140045166016,10.6,-22.0,-1362
5.148409605026245,10.6,-22.0,-1362
5.1694111824035645,10.6,-22.0,-1362
5.195180654525757,10.6,-22.0,-1362
5.209447622299194,14.1,-4.500000000000002,-278
5.220837116241455,14.1,-4.500000000000002,-278
5.231840133666992,14.1,-4.500000000000002,-278
5.243233680725098,14.1,-4.500000000000002,-278
5.254259824752808,14.1,-4.500000000000002,-278
5.26528263092041,14.1,-4.500000000000002,-278
5.277669191360474,14.1,-4.500000000000002,-278
5.291085958480835,14.1,-4.500000000000002,-278
5.302367448806763,14.1,-4.500000000000002,-278
5.313697099685669,14.1,-4.500000000000002,-278
5.324742555618286,14.1,-4.500000000000002,-278
5.3359739780426025,14.1,-4.500000000000002,-278
5.347665071487427,16.5,7.5,464
5.358633756637573,16.5,7.5,464
5.369908571243286,16.5,7.5,464
5.381413221359253,16.5,7.5,464
5.392215967178345,16.5,7.5,464
5.403759956359863,16.5,7.5,464
5.414660453796387,16.5,7.5,464
5.425676107406616,16.5,7.5,464
5.436789035797119,16.5,7.5,464
5.4477598667144775,16.5,7.5,464
5.45856237411499,16.5,7.5,464
5.46993613243103,19.4,21.999999999999993,1362
5.480933904647827,19.4,21.999999999999993,1362
5.491873741149902,19.4,21.999999999999993,1362
5.50306510925293,19.4,21.999999999999993,1362
5.514434099197388,19.4,21.999999999999993,1362
5.525284767150879,19.4,21.999999999999993,1362
5.536924362182617,23.0,40.0,2476
5.548126459121704,23.0,40.0,2476
5.558908224105835,23.0,40.0,2476
5.569918632507324,23.0,40.0,2476
5.580998420715332,23.0,40.0,2476
5.5918309688568115,23.0,40.0,2476
5.6034746170043945,23.0,40.0,2476
5.615687847137451,23.0,40.0,2476
5.626694679260254,23.0,40.0,2476
5.638086318969727,23.0,40.0,2476
5.650259733200073,23.0,40.0,2476
5.66581916809082,23.0,40.0,2476
5.682013273239136,23.0,40.0,2476
5.693920612335205,23.0,40.0,2476
5.707597494125366,23.0,40.0,2476
5.719289302825928,23.0,40.0,2476
5.7310309410095215,23.0,40.0,2476
5.7427473068237305,23.0,40.0,2476
5.753552675247192,23.0,40.0,2476
5.764659643173218,23.0,40.0,2476
5.775957822799683,23.0,40.0,2476
5.78684663772583,23.0,40.0,2476
5.798573017120361,23.0,40.0,2476
5.813516855239868,23.0,40.0,2476
5.8245849609375,23.0,40.0,2476
5.835742473602295,23.0,40.0,2476
5.846796751022339,23.0,40.0,2476
5.857852935791016,23.0,40.0,2476
5.8693578243255615,23.0,40.0,2476
5.8809731006622314,23.0,40.0,2476
5.8922998905181885,23.0,40.0,2476
5.903506517410278,23.0,40.0,2476
5.914746522903442,23.0,40.0,2476
5.925794363021851,23.0,40.0,2476
5.937554121017456,23.0,40.0,2476
5.948874473571777,23.0,40.0,2476
5.959914207458496,23.0,40.0,2476
5.971313953399658,23.0,40.0,2476
5.982313871383667,23.0,40.0,2476
5.994135141372681,23.0,40.0,2476
6.0056843757629395,23.0,40.0,2476
6.016616344451904,23.0,40.0,2476
6.027626991271973,23.0,40.0,2476
6.038732528686523,23.0,40.0,2476
6.049622535705566,23.0,40.0,2476
6.060836315155029,23.0,40.0,2476
6.071908712387085,23.0,40.0,2476
6.082821846008301,23.0,40.0,2476
