Elapsed time (s),Distance (cm),Speed (cm/s),Duty (PWM)
6.0938615798950195,23.0,40.0,2476
6.104743480682373,23.0,40.0,2476
6.115508317947388,23.0,40.0,2476
6.126587867736816,23.0,40.0,2476
6.1375322341918945,23.0,40.0,2476
6.14841628074646,23.0,40.0,2476
6.1594908237457275,23.0,40.0,2476
6.170382738113403,23.0,40.0,2476
6.181349992752075,23.0,40.0,2476
6.192475080490112,23.0,40.0,2476
6.203816175460815,23.0,40.0,2476
6.214688777923584,23.0,40.0,2476
6.225806474685669,23.0,40.0,2476
6.2367730140686035,23.0,40.0,2476
6.2479143142700195,23.0,40.0,2476
6.259061813354492,23.0,40.0,2476
6.270283222198486,23.0,40.0,2476
6.281237602233887,23.0,40.0,2476
6.2923243045806885,23.0,40.0,2476
6.303321838378906,23.0,40.0,2476
6.314128637313843,23.0,40.0,2476
6.325242757797241,23.0,40.0,2476
6.336432933807373,23.0,40.0,2476
6.347340106964111,23.0,40.0,2476
6.358384132385254,23.0,40.0,2476
6.369427680969238,23.0,40.0,2476
6.380321502685547,23.0,40.0,2476
6.391429662704468,23.0,40.0,2476
6.4024810791015625,23.0,40.0,2476
6.413365840911865,60.8,66.14,4095
6.4244184494018555,60.8,66.14,4095
6.43533992767334,60.8,66.14,4095
6.446353197097778,60.8,66.14,4095
6.4574408531188965,60.8,66.14,4095
6.468367576599121,60.8,66.14,4095
6.479444265365601,60.8,66.14,4095
6.490483999252319,60.8,66.14,4095
6.5014214515686035,60.8,66.14,4095
6.512300491333008,60.8,66.14,4095
6.523400783538818,60.8,66.14,4095
6.534327983856201,60.8,66.14,4095
6.545326232910156,60.8,66.14,4095
6.55657696723938,85.0,66.14,4095
6.567904472351074,85.0,66.14,4095
6.578737497329712,85.0,66.14,4095
6.589942693710327,85.0,66.14,4095
6.601065635681152,85.0,66.14,4095
6.611839771270752,85.0,66.14,4095
6.623255491256714,85.0,66.14,4095
6.634225845336914,85.0,66.14,4095
6.644922733306885,85.0,66.14,4095
6.656148672103882,85.0,66.14,4095
6.667149782180786,85.0,66.14,4095
6.677874326705933,85.0,66.14,4095
6.689333915710449,85.0,66.14,4095
6.700319290161133,85.0,66.14,4095
6.711307048797607,85.0,66.14,4095
6.7224390506744385,85.0,66.14,4095
6.733513832092285,85.0,66.14,4095
6.744287729263306,85.0,66.14,4095
6.755591154098511,85.0,66.14,4095
6.766708850860596,85.0,66.14,4095
6.777485132217407,85.0,66.14,4095
6.788526296615601,85.0,66.14,4095
6.799590110778809,85.0,66.14,4095
6.81048321723938,85.0,66.14,4095
6.822086572647095,85.0,66.14,4095
6.833378791809082,85.0,66.14,4095
6.844289302825928,85.0,66.14,4095
6.855340480804443,85.0,66.14,4095
6.866466522216797,85.0,66.14,4095
6.877449035644531,85.0,66.14,4095
6.888834476470947,85.0,66.14,4095
6.899964809417725,76.0,66.14,4095
6.910916090011597,76.0,66.14,4095
6.921984434127808,76.0,66.14,4095
6.932933568954468,76.0,66.14,4095
6.943913459777832,76.0,66.14,4095
6.95536994934082,76.0,66.14,4095
6.9663166999816895,76.0,66.14,4095
6.97753643989563,76.0,66.14,4095
6.988614082336426,76.0,66.14,4095
6.99949312210083,76.0,66.14,4095
7.010436296463013,76.0,66.14,4095
7.02195143699646,56.7,66.14,4095
7.032857894897461,56.7,66.14,4095
7.043927907943726,56.7,66.14,4095
7.054999589920044,56.7,66.14,4095
7.0659873485565186,56.7,66.14,4095
7.076925277709961,56.7,66.14,4095
7.088395357131958,56.7,66.14,4095
7.099383592605591,56.7,66.14,4095
7.110381126403809,56.7,66.14,4095
7.1214439868927,56.7,66.14,4095
7.132566690444946,56.7,66.14,4095
7.143480539321899,56.7,66.14,4095
7.154976844787598,45.8,66.14,4095
7.165929317474365,45.8,66.14,4095
7.176954030990601,45.8,66.14,4095
7.18829870223999,45.8,66.14,4095
7.199266672134399,45.8,66.14,4095
7.210538387298584,45.8,66.14,4095
7.221877574920654,45.8,66.14,4095
7.232898235321045,45.8,66.14,4095
7.24429726600647,45.8,66.14,4095
7.255950689315796,45.8,66.14,4095
7.266894578933716,45.8,66.14,4095
7.278392314910889,45.8,66.14,4095
7.28952956199646,45.8,66.14,4095
7.300403118133545,45.8,66.14,4095
7.311523914337158,45.8,66.14,4095
7.322406053543091,45.8,66.14,4095
7.3332226276397705,45.8,66.14,4095
7.344523191452026,45.8,66.14,4095
7.355596303939819,16.0,5.0,309
7.366443872451782,16.0,5.0,309
7.3775293827056885,16.0,5.0,309
7.388391971588135,16.0,5.0,309
7.399235725402832,16.0,5.0,309
7.410687208175659,10.9,-20.5,-1269
7.4215779304504395,10.9,-20.5,-1269
7.432429313659668,10.9,-20.5,-1269
7.443536281585693,10.9,-20.5,-1269
7.4544517993927,10.9,-20.5,-1269
7.4653425216674805,10.9,-20.5,-1269
7.4771506786346436,10.9,-20.5,-1269
7.488029479980469,10.9,-20.5,-1269
7.498946189880371,10.9,-20.5,-1269
7.509984970092773,10.9,-20.5,-1269
7.520906448364258,10.9,-20.5,-1269
7.531685829162598,10.9,-20.5,-1269
7.543362617492676,10.9,-20.5,-1269
7.554273366928101,10.9,-20.5,-1269
7.565261363983154,10.9,-20.5,-1269
7.576424598693848,10.9,-20.5,-1269
7.587754726409912,10.9,-20.5,-1269
7.598518371582031,10.9,-20.5,-1269
7.6103479862213135,10.9,-20.5,-1269
7.6213812828063965,10.9,-20.5,-1269
7.632198095321655,10.9,-20.5,-1269
7.643251895904541,10.9,-20.5,-1269
7.654317140579224,10.9,-20.5,-1269
7.66511869430542,10.9,-20.5,-1269
7.676262855529785,10.9,-20.5,-1269
7.687352657318115,10.9,-20.5,-1269
7.69812536239624,10.9,-20.5,-1269
7.709161281585693,10.9,-20.5,-1269
7.720206022262573,10.9,-20.5,-1269
7.7311341762542725,10.9,-20.5,-1269
7.742180824279785,10.9,-20.5,-1269
7.75320839881897,10.9,-20.5,-1269
7.76397967338562,10.9,-20.5,-1269
7.775119304656982,10.9,-20.5,-1269
7.786213636398315,10.9,-20.5,-1269
7.797061204910278,10.9,-20.5,-1269
7.808094263076782,10.9,-20.5,-1269
7.819123268127441,10.9,-20.5,-1269
7.829914569854736,10.9,-20.5,-1269
7.840979099273682,10.9,-20.5,-1269
7.852014064788818,10.9,-20.5,-1269
7.862967014312744,10.9,-20.5,-1269
7.874093055725098,10.9,-20.5,-1269
7.885269641876221,10.9,-20.5,-1269
7.896138906478882,10.9,-20.5,-1269
7.907156944274902,10.9,-20.5,-1269
7.918170928955078,10.9,-20.5,-1269
7.929069757461548,10.9,-20.5,-1269
7.9401535987854,10.9,-20.5,-1269
7.951231956481934,10.9,-20.5,-1269
7.962030649185181,10.9,-20.5,-1269
7.973193645477295,10.9,-20.5,-1269
7.984120607376099,10.9,-20.5,-1269
7.994990348815918,10.9,-20.5,-1269
8.006107568740845,10.9,-20.5,-1269
8.017175436019897,10.9,-20.5,-1269
8.028082132339478,10.9,-20.5,-1269
8.039137601852417,10.9,-20.5,-1269
8.050253629684448,10.9,-20.5,-1269
8.061123609542847,10.9,-20.5,-1269
8.072253942489624,10.9,-20.5,-1269
8.083295345306396,10.9,-20.5,-1269
8.094232559204102,10.9,-20.5,-1269
8.105313777923584,10.9,-20.5,-1269
8.116593599319458,10.9,-20.5,-1269
8.12727165222168,10.9,-20.5,-1269
8.13821005821228,10.9,-20.5,-1269
8.149581670761108,10.9,-20.5,-1269
8.1604483127594,10.9,-20.5,-1269
8.171603918075562,10.9,-20.5,-1269
8.182851552963257,10.9,-20.5,-1269
8.193795442581177,10.9,-20.5,-1269
8.204834222793579,10.9,-20.5,-1269
8.215932846069336,10.9,-20.5,-1269
8.226873636245728,10.9,-20.5,-1269
8.243293285369873,10.9,-20.5,-1269
8.25418210029602,10.9,-20.5,-1269
8.265411615371704,10.9,-20.5,-1269
8.276330947875977,10.9,-20.5,-1269
8.287140607833862,10.9,-20.5,-1269
8.298208951950073,10.9,-20.5,-1269
8.309331178665161,10.9,-20.5,-1269
8.320150375366211,10.9,-20.5,-1269
8.331201314926147,10.9,-20.5,-1269
8.342093467712402,10.9,-20.5,-1269
8.352858304977417,10.9,-20.5,-1269
8.363968133926392,10.9,-20.5,-1269
8.37517499923706,14.2,-4.0000000000000036,-247
8.385942935943604,14.2,-4.0000000000000036,-247
8.396981000900269,14.2,-4.0000000000000036,-247
8.407886981964111,14.2,-4.0000000000000036,-247
8.418723821640015,14.2,-4.0000000000000036,-247
8.429950952529907,14.2,-4.0000000000000036,-247
8.440992593765259,14.2,-4.0000000000000036,-247
8.451866149902344,14.2,-4.0000000000000036,-247
8.46299695968628,14.2,-4.0000000000000036,-247
8.4738290309906,14.2,-4.0000000000000036,-247
8.484661102294922,14.2,-4.0000000000000036,-247
8.495680332183838,14.2,-4.0000000000000036,-247
8.506783962249756,14.2,-4.0000000000000036,-247
8.517537117004395,14.2,-4.0000000000000036,-247
8.528584718704224,14.2,-4.0000000000000036,-247
8.539639234542847,14.2,-4.0000000000000036,-247
8.55048155784607,14.2,-4.0000000000000036,-247
8.561564445495605,14.2,-4.0000000000000036,-247
8.572575330734253,14.2,-4.0000000000000036,-247
8.583381175994873,14.2,-4.0000000000000036,-247
8.594416618347168,14.2,-4.0000000000000036,-247
8.605375528335571,14.2,-4.0000000000000036,-247
8.616210699081421,14.2,-4.0000000000000036,-247
8.627454042434692,14.2,-4.0000000000000036,-247
8.638498544692993,14.2,-4.0000000000000036,-247
8.64926290512085,14.2,-4.0000000000000036,-247
8.661949634552002,14.2,-4.0000000000000036,-247
8.673694610595703,14.2,-4.0000000000000036,-247
8.684382677078247,14.2,-4.0000000000000036,-247
8.696078538894653,14.2,-4.0000000000000036,-247
8.708200216293335,14.2,-4.0000000000000036,-247
8.719478845596313,14.2,-4.0000000000000036,-247
8.732005834579468,14.2,-4.0000000000000036,-247
8.742957353591919,14.2,-4.0000000000000036,-247
8.754045724868774,14.2,-4.0000000000000036,-247
8.765610933303833,15.9,4.500000000000002,278
8.77906847000122,15.9,4.500000000000002,278
8.791916847229004,15.9,4.500000000000002,278
8.803376913070679,15.9,4.500000000000002,278
8.814284801483154,15.9,4.500000000000002,278
8.825632095336914,15.9,4.500000000000002,278
8.836996078491211,15.9,4.500000000000002,278
8.847858428955078,15.9,4.500000000000002,278
8.859809875488281,15.9,4.500000000000002,278
8.871297597885132,15.9,4.500000000000002,278
8.882010459899902,15.9,4.500000000000002,278
8.893213748931885,15.9,4.500000000000002,278
8.904631853103638,15.9,4.500000000000002,278
8.915470361709595,15.9,4.500000000000002,278
8.926529884338379,15.9,4.500000000000002,278
8.940246105194092,15.9,4.500000000000002,278
8.951581716537476,15.9,4.500000000000002,278
8.966405630111694,15.9,4.500000000000002,278
8.97741174697876,15.9,4.500000000000002,278
8.988959550857544,15.9,4.500000000000002,278
9.001256465911865,15.9,4.500000000000002,278
9.012129068374634,15.9,4.500000000000002,278
9.023855924606323,15.9,4.500000000000002,278
9.035740613937378,15.9,4.500000000000002,278
9.046407461166382,15.9,4.500000000000002,278
9.05811095237732,15.9,4.500000000000002,278
9.069220304489136,15.9,4.500000000000002,278
9.07991099357605,15.9,4.500000000000002,278
9.091295957565308,15.9,4.500000000000002,278
9.104586601257324,15.9,4.500000000000002,278
9.11581563949585,15.9,4.500000000000002,278
9.12834095954895,15.9,4.500000000000002,278
9.139449834823608,15.9,4.500000000000002,278
9.150627613067627,15.9,4.500000000000002,278
9.162399053573608,15.9,4.500000000000002,278
9.173377752304077,15.9,4.500000000000002,278
9.184367895126343,15.9,4.500000000000002,278
9.195838451385498,15.9,4.500000000000002,278
9.206943273544312,15.9,4.500000000000002,278
9.218941450119019,15.9,4.500000000000002,278
9.23035717010498,15.9,4.500000000000002,278
9.241450786590576,15.9,4.500000000000002,278
9.252634048461914,15.9,4.500000000000002,278
9.263855695724487,15.9,4.500000000000002,278
9.274624109268188,15.9,4.500000000000002,278
9.286700248718262,15.9,4.500000000000002,278
9.297775268554688,15.9,4.500000000000002,278
9.309083700180054,15.9,4.500000000000002,278
9.320105791091919,15.9,4.500000000000002,278
9.331184387207031,15.9,4.500000000000002,278
9.34203028678894,15.9,4.500000000000002,278
9.353385210037231,15.9,4.500000000000002,278
9.365102529525757,15.9,4.500000000000002,278
9.375940084457397,15.9,4.500000000000002,278
9.387091636657715,15.9,4.500000000000002,278
9.39820647239685,15.9,4.500000000000002,278
9.408916473388672,15.9,4.500000000000002,278
9.420178413391113,15.9,4.500000000000002,278
9.431444644927979,15.9,4.500000000000002,278
9.442217111587524,15.9,4.500000000000002,278
9.45325255393982,15.9,4.500000000000002,278
9.464447736740112,15.9,4.500000000000002,278
9.475644826889038,15.9,4.500000000000002,278
9.486799001693726,15.9,4.500000000000002,278
9.497877597808838,15.9,4.500000000000002,278
9.508634090423584,15.9,4.500000000000002,278
9.519772052764893,15.9,4.500000000000002,278
9.530795812606812,15.9,4.500000000000002,278
9.541795253753662,15.9,4.500000000000002,278
9.552869081497192,15.9,4.500000000000002,278
9.563915014266968,15.9,4.500000000000002,278
9.574791193008423,15.9,4.500000000000002,278
9.585844039916992,15.9,4.500000000000002,278
9.597217798233032,15.9,4.500000000000002,278
9.608207941055298,15.9,4.500000000000002,278
9.619243860244751,15.9,4.500000000000002,278
9.630339622497559,15.9,4.500000000000002,278
9.6412672996521,15.9,4.500000000000002,278
9.652522563934326,15.9,4.500000000000002,278
9.663503646850586,15.9,4.500000000000002,278
9.67466425895691,15.9,4.500000000000002,278
9.68591022491455,15.9,4.500000000000002,278
9.69728136062622,15.9,4.500000000000002,278
9.70804238319397,15.9,4.500000000000002,278
9.719039678573608,15.9,4.500000000000002,278
9.729948997497559,15.9,4.500000000000002,278
9.740865230560303,15.9,4.500000000000002,278
9.752074956893921,15.9,4.500000000000002,278
9.763208627700806,15.9,4.500000000000002,278
9.774156332015991,15.9,4.500000000000002,278
9.785166263580322,15.9,4.500000000000002,278
9.796425580978394,15.9,4.500000000000002,278
9.807389259338379,15.9,4.500000000000002,278
9.818443536758423,15.9,4.500000000000002,278
9.829572916030884,15.9,4.500000000000002,278
9.840593814849854,15.9,4.500000000000002,278
9.851701974868774,15.9,4.500000000000002,278
9.862914323806763,15.9,4.500000000000002,278
9.874009370803833,15.9,4.500000000000002,278
9.885219812393188,15.9,4.500000000000002,278
9.896241664886475,15.9,4.500000000000002,278
9.90719723701477,15.9,4.500000000000002,278
9.918343305587769,15.9,4.500000000000002,278
9.92975664138794,15.9,4.500000000000002,278
9.940700769424438,15.9,4.500000000000002,278
9.952035427093506,15.9,4.500000000000002,278
9.963200330734253,15.9,4.500000000000002,278
9.974262237548828,15.9,4.500000000000002,278
9.985850095748901,15.9,4.500000000000002,278
9.997098922729492,15.9,4.500000000000002,278
10.008445501327515,15.9,4.500000000000002,278
10.019886493682861,15.9,4.500000000000002,278
10.030884504318237,15.9,4.500000000000002,278
10.041996717453003,15.9,4.500000000000002,278
10.053200721740723,15.9,4.500000000000002,278
10.064183950424194,15.9,4.500000000000002,278
10.075190305709839,15.9,4.500000000000002,278
10.086428165435791,15.9,4.500000000000002,278
10.09737229347229,15.9,4.500000000000002,278
10.10885238647461,15.9,4.500000000000002,278
10.120044469833374,15.9,4.500000000000002,278
10.130993604660034,15.9,4.500000000000002,278
10.142161846160889,15.9,4.500000000000002,278
10.153005123138428,15.9,4.500000000000002,278
10.164255857467651,15.9,4.500000000000002,278
10.17525839805603,15.9,4.500000000000002,278
10.186378479003906,15.9,4.500000000000002,278
10.198216438293457,15.9,4.500000000000002,278
10.219285249710083,15.9,4.500000000000002,278
10.24232816696167,15.9,4.500000000000002,278
10.263663053512573,15.9,4.500000000000002,278
10.286315441131592,15.9,4.500000000000002,278
10.305691242218018,15.9,4.500000000000002,278
10.326297998428345,15.9,4.500000000000002,278
10.345308065414429,15.9,4.500000000000002,278
10.365793943405151,15.9,4.500000000000002,278
10.38428282737732,15.9,4.500000000000002,278
10.403686046600342,15.9,4.500000000000002,278
10.42292857170105,15.9,4.500000000000002,278
10.438885688781738,15.9,4.500000000000002,278
10.455000877380371,15.9,4.500000000000002,278
10.470638036727905,15.9,4.500000000000002,278
10.48708462715149,15.9,4.500000000000002,278
10.5063955783844,15.9,4.500000000000002,278
10.526547908782959,15.9,4.500000000000002,278
10.544138193130493,15.9,4.500000000000002,278
10.561724185943604,15.9,4.500000000000002,278
10.58182430267334,15.9,4.500000000000002,278
10.600146532058716,15.9,4.500000000000002,278
10.618947267532349,15.9,4.500000000000002,278
10.638928651809692,15.9,4.500000000000002,278
10.657392263412476,15.9,4.500000000000002,278
10.67607307434082,15.9,4.500000000000002,278
10.695104360580444,15.9,4.500000000000002,278
10.715873003005981,15.9,4.500000000000002,278
10.733346462249756,15.9,4.500000000000002,278
10.751880168914795,15.9,4.500000000000002,278
10.769364356994629,15.9,4.500000000000002,278
10.786240339279175,15.9,4.500000000000002,278
10.803575992584229,15.9,4.500000000000002,278
10.819164752960205,15.9,4.500000000000002,278
10.836356163024902,15.9,4.500000000000002,278
10.852323293685913,15.9,4.500000000000002,278
10.869524955749512,15.9,4.500000000000002,278
10.885343551635742,15.9,4.500000000000002,278
10.902397155761719,15.9,4.500000000000002,278
10.919822931289673,15.9,4.500000000000002,278
10.936958312988281,15.9,4.500000000000002,278
10.954368114471436,15.9,4.500000000000002,278
10.973519325256348,15.9,4.500000000000002,278
10.990866661071777,15.9,4.500000000000002,278
11.008764266967773,15.9,4.500000000000002,278
11.026464223861694,15.9,4.500000000000002,278
11.04563021659851,15.9,4.500000000000002,278
11.063329219818115,15.9,4.500000000000002,278
11.081798076629639,15.9,4.500000000000002,278
11.099682092666626,15.9,4.500000000000002,278
11.11655879020691,15.9,4.500000000000002,278
11.132363557815552,15.9,4.500000000000002,278
11.148192882537842,15.9,4.500000000000002,278
11.164241313934326,15.9,4.500000000000002,278
11.180042505264282,15.9,4.500000000000002,278
11.195897102355957,15.9,4.500000000000002,278
11.212410926818848,15.9,4.500000000000002,278
11.228772640228271,15.9,4.500000000000002,278
11.24502158164978,15.9,4.500000000000002,278
11.26079773902893,15.9,4.500000000000002,278
11.277882099151611,15.9,4.500000000000002,278
11.294174194335938,15.9,4.500000000000002,278
11.313690662384033,15.9,4.500000000000002,278
11.330645561218262,15.9,4.500000000000002,278
11.347944498062134,15.9,4.500000000000002,278
11.36581826210022,15.9,4.500000000000002,278
11.382862091064453,15.9,4.500000000000002,278
11.399775505065918,15.9,4.500000000000002,278
11.4165940284729,15.9,4.500000000000002,278
11.433423280715942,15.9,4.500000000000002,278
11.450229167938232,15.9,4.500000000000002,278
11.467895984649658,15.9,4.500000000000002,278
11.484597444534302,15.9,4.500000000000002,278
11.503143072128296,15.9,4.500000000000002,278
11.519968271255493,15.9,4.500000000000002,278
11.537379741668701,15.9,4.500000000000002,278
11.554616689682007,15.9,4.500000000000002,278
11.571900367736816,15.9,4.500000000000002,278
11.588891506195068,15.9,4.500000000000002,278
11.606761693954468,15.9,4.500000000000002,278
11.625369548797607,15.9,4.500000000000002,278
11.643972635269165,15.9,4.500000000000002,278
11.661376714706421,15.9,4.500000000000002,278
11.67926549911499,15.9,4.500000000000002,278
11.696441173553467,15.9,4.500000000000002,278
11.710256338119507,15.9,4.500000000000002,278
11.721296787261963,15.9,4.500000000000002,278
11.732369661331177,15.9,4.500000000000002,278
11.743769884109497,15.9,4.500000000000002,278
11.754743814468384,15.9,4.500000000000002,278
11.766179323196411,15.9,4.500000000000002,278
11.777256488800049,15.9,4.500000000000002,278
11.788338899612427,15.9,4.500000000000002,278
11.800680875778198,15.9,4.500000000000002,278
11.811720371246338,15.9,4.500000000000002,278
11.823050260543823,15.9,4.500000000000002,278
11.834146738052368,15.9,4.500000000000002,278
11.845081806182861,15.9,4.500000000000002,278
11.85610580444336,15.9,4.500000000000002,278
11.86739444732666,15.9,4.500000000000002,278
11.87817120552063,15.9,4.500000000000002,278
11.88931679725647,15.9,4.500000000000002,278
11.900387525558472,15.9,4.500000000000002,278
11.911222219467163,15.9,4.500000000000002,278
11.9222412109375,15.9,4.500000000000002,278
11.933893918991089,15.9,4.500000000000002,278
11.944748401641846,15.9,4.500000000000002,278
11.955940008163452,15.9,4.500000000000002,278
11.967231273651123,15.9,4.500000000000002,278
11.978075742721558,15.9,4.500000000000002,278
11.989315271377563,15.9,4.500000000000002,278
12.001112461090088,15.9,4.500000000000002,278
12.012408971786499,15.9,4.500000000000002,278
12.023488521575928,15.9,4.500000000000002,278
12.034529685974121,15.9,4.500000000000002,278
12.045342683792114,15.9,4.500000000000002,278
12.056621313095093,15.9,4.500000000000002,278
12.06867003440857,15.9,4.500000000000002,278
12.079522609710693,15.9,4.500000000000002,278
12.090595245361328,15.9,4.500000000000002,278
12.101696491241455,15.9,4.500000000000002,278
12.11262583732605,15.9,4.500000000000002,278
12.124077320098877,15.9,4.500000000000002,278
12.135442972183228,15.9,4.500000000000002,278
12.146499633789062,15.9,4.500000000000002,278
12.157711505889893,15.9,4.500000000000002,278
12.16904902458191,15.9,4.500000000000002,278
12.180097103118896,15.9,4.500000000000002,278
12.191514730453491,15.9,4.500000000000002,278
12.20249605178833,15.9,4.500000000000002,278
12.213521480560303,15.9,4.500000000000002,278
12.22462272644043,15.9,4.500000000000002,278
12.235773086547852,15.9,4.500000000000002,278
12.246883392333984,15.9,4.500000000000002,278
12.258167266845703,15.9,4.500000000000002,278
12.269182920455933,15.9,4.500000000000002,278
12.280236005783081,15.9,4.500000000000002,278
12.291396141052246,15.9,4.500000000000002,278
12.302542924880981,15.9,4.500000000000002,278
12.314098358154297,15.9,4.500000000000002,278
12.3258376121521,18.1,15.500000000000007,959
12.336816787719727,18.1,15.500000000000007,959
12.34804368019104,18.1,15.500000000000007,959
12.362793207168579,18.1,15.500000000000007,959
12.373804569244385,18.1,15.500000000000007,959
12.38491153717041,18.1,15.500000000000007,959
12.397290706634521,18.1,15.500000000000007,959
12.40808653831482,18.1,15.500000000000007,959
12.42003870010376,18.1,15.500000000000007,959
12.431130647659302,18.1,15.500000000000007,959
12.442140340805054,18.1,15.500000000000007,959
12.453381299972534,18.1,15.500000000000007,959
12.464412212371826,18.1,15.500000000000007,959
12.475340366363525,18.1,15.500000000000007,959
12.48694920539856,18.1,15.500000000000007,959
12.498573064804077,18.1,15.500000000000007,959
